39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
36, State-gov,356664, Assoc-voc,3, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male,-43,0,39, Jamaica, <=50K
60, Local-gov,483563, Assoc-voc,12, Divorced, Adm-clerical, Unmarried, White, Female,50,-2,37, United-States, <=50K
75, Private,368840, 9th,4, Never-married, Handlers-cleaners, Husband, White, Male,17,-1,12, Mexico, <=50K
40, State-gov,216120, Some-college,14, Never-married, Tech-support, Not-in-family, White, Male,69,0,39, United-States, <=50K
37, State-gov,349023, Bachelors,10, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,-8,-5,49, China, >50K
38, Private,313971, Assoc-acdm,12, Married-civ-spouse, ?, Not-in-family, White, Male,28,0,20, United-States, <=50K
51, Self-emp-not-inc,65378, Assoc-voc,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,13,1,56, United-States, >50K
34, Private,125039, 10th,5, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,73,1,33, China, <=50K
33, Private,34209, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,-70,-2,39, United-States, <=50K
53, State-gov,35838, Some-college,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,2,1774,39, United-States, >50K
51, Private,348740, 7th-8th,15, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,-27,-2,39, United-States, >50K
41, Private,122672, Bachelors,12, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,-58,-1,39, Thailand, >50K
39, Private,232324, 7th-8th,12, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,-10,1863,40, Mexico, <=50K
23, Private,58946, 7th-8th,11, Never-married, Other-service, Own-child, White, Male,-23,1,39, China, <=50K
57, ?,43544, HS-grad,9, Separated, ?, Not-in-family, White, Female,-49,0,35, United-States, <=50K
18, Private,49124, HS-grad,6, Never-married, Adm-clerical, Own-child, Black, Female,98,-2,40, United-States, <=50K
38, Private,210062, Some-college,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,8331,1,75, South, >50K
52, Local-gov,34144, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-47,1,39, United-States, <=50K
29, Private,280451, HS-grad,2, Never-married, Handlers-cleaners, Not-in-family, White, Male,15,-5,39, United-States, <=50K
48, State-gov,150645, Masters,15, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7347,-3,49, United-States, >50K
58, Private,247662, 7th-8th,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,70,-1,40, United-States, <=50K
45, State-gov,361877, HS-grad,8, Married-civ-spouse, Transport-moving, Husband, White, Male,-36,-6,39, United-States, >50K
44, Private,18890, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,-30,-2,27, United-States, <=50K
37, Local-gov,116265, Bachelors,13, Married-AF-spouse, Prof-specialty, Not-in-family, White, Male,-92,-2,39, ?, <=50K
41, Private,135027, Assoc-voc,13, Divorced, Prof-specialty, Not-in-family, White, Male,11,-2,49, United-States, >50K
27, Federal-gov,46427, Assoc-voc,13, Divorced, Sales, Unmarried, White, Female,-59,1,23, United-States, <=50K
55, Private,182471, Assoc-acdm,9, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,2798,1,49, United-States, >50K
50, Local-gov,169097, HS-grad,8, Divorced, Machine-op-inspct, Unmarried, White, Female,22,-3,36, United-States, <=50K
36, Self-emp-not-inc,225281, HS-grad,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,13,-2,40, United-States, <=50K
44, Private,29865, HS-grad,8, Divorced, Adm-clerical, Unmarried, White, Female,-27,-3,40, United-States, <=50K
35, Federal-gov,60229, Prof-school,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,-3,1728,58, United-States, >50K
25, Self-emp-not-inc,224660, HS-grad,8, Divorced, Other-service, Unmarried, White, Female,-50,0,15, United-States, <=50K
29, Self-emp-not-inc,197345, Some-college,9, Married-civ-spouse, Transport-moving, Husband, White, Male,15770,0,64, United-States, >50K
51, Private,345906, HS-grad,8, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,73,-1,40, United-States, <=50K
33, Private,203258, Bachelors,13, Never-married, Other-service, Not-in-family, White, Female,81,0,28, United-States, <=50K
44, Private,253623, HS-grad,8, Married-civ-spouse, Other-service, Unmarried, White, Female,35,1,65, England, >50K
18, Without-pay,192126, 9th,4, Married-spouse-absent, Handlers-cleaners, Other-relative, White, Female,12,1779,39, United-States, <=50K
34, Self-emp-not-inc,277919, Some-college,3, Never-married, Exec-managerial, Own-child, White, Male,48,6,40, United-States, <=50K
44, Self-emp-inc,57931, HS-grad,15, Married-civ-spouse, Craft-repair, Husband, White, Male,-8,0,44, United-States, >50K
39, Without-pay,152112, 1st-4th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-7,0,39, United-States, <=50K
45, Private,425985, HS-grad,8, Separated, Machine-op-inspct, Husband, White, Female,64,0,43, Columbia, <=50K
40, Self-emp-inc,89548, Some-college,13, Married-civ-spouse, Transport-moving, Husband, White, Male,15989,3,49, Mexico, >50K
45, Private,284886, Assoc-voc,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,69,0,49, England, <=50K
55, Private,171188, Some-college,12, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,57,-3,40, United-States, <=50K
44, Private,366624, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,14209,2,39, Germany, >50K
20, Private,163980, HS-grad,4, Never-married, Handlers-cleaners, Own-child, White, Male,-49,-2,39, United-States, <=50K
17, ?,187971, Some-college,10, Separated, ?, Other-relative, White, Male,19,1748,17, United-States, <=50K
59, ?,73521, HS-grad,8, Divorced, ?, Not-in-family, White, Female,80,1672,39, Outlying-US(Guam-USVI-etc), <=50K
28, ?,426858, HS-grad,8, Widowed, Other-service, Not-in-family, White, Female,-58,0,16, United-States, <=50K
34, Federal-gov,217722, HS-grad,8, Divorced, Adm-clerical, Unmarried, White, Female,13,0,15, United-States, <=50K
38, State-gov,131390, HS-grad,8, Divorced, Adm-clerical, Unmarried, White, Female,38,-4,40, United-States, <=50K
32, State-gov,236077, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,-91,1924,39, United-States, <=50K
38, Self-emp-not-inc,143360, Some-college,9, Married-civ-spouse, ?, Not-in-family, White, Male,-47,0,49, United-States, <=50K
41, Self-emp-not-inc,205951, Some-college,4, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,19,1,32, Philippines, <=50K
26, Self-emp-not-inc,392938, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,21,2,39, United-States, <=50K
42, Never-worked,195991, Assoc-acdm,12, Never-married, ?, Unmarried, Asian-Pac-Islander, Female,31,3,35, Columbia, <=50K
58, Private,354893, 7th-8th,2, Widowed, ?, Husband, White, Male,-75,1,40, United-States, <=50K
52, Self-emp-not-inc,357989, Assoc-voc,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,81,3,59, United-States, <=50K
24, Private,55500, 7th-8th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,-3,44, United-States, <=50K
46, State-gov,305265, Some-college,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,15777,-1,49, Germany, >50K
30, Private,140991, HS-grad,9, Divorced, Machine-op-inspct, Husband, White, Male,-12,0,39, United-States, <=50K
25, Private,51035, 9th,9, Never-married, Craft-repair, Not-in-family, Black, Male,43,2,19, ?, <=50K
55, Private,106856, Bachelors,13, Never-married, Adm-clerical, Unmarried, White, Female,-68,-4,18, United-States, <=50K
49, Private,107800, 9th,4, Never-married, Handlers-cleaners, Not-in-family, White, Male,-39,-1,40, United-States, <=50K
21, ?,271801, 11th,6, Never-married, Handlers-cleaners, Own-child, White, Male,-18,0,15, United-States, <=50K
39, Private,110095, Masters,15, Married-civ-spouse, Farming-fishing, Wife, White, Male,7846,-1,39, United-States, >50K
19, ?,133772, 10th,6, Never-married, Adm-clerical, Not-in-family, White, Male,8,2,14, United-States, <=50K
47, Federal-gov,51789, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,-5,1,40, United-States, >50K
24, Private,231189, Doctorate,10, Married-civ-spouse, Transport-moving, Husband, White, Male,11,-1,57, United-States, >50K
20, Private,62573, 11th,6, Never-married, ?, Own-child, White, Male,-53,-2,26, Mexico, <=50K
53, Private,203116, 9th,3, Married-civ-spouse, Exec-managerial, Husband, White, Male,59,-2,22, Dominican-Republic, <=50K
51, Local-gov,128471, HS-grad,8, Widowed, Adm-clerical, Unmarried, Black, Male,77,-1,32, United-States, <=50K
42, Private,209290, Bachelors,13, Never-married, Transport-moving, Husband, White, Male,92,1793,40, ?, >50K
64, Private,221661, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-1,1,49, United-States, <=50K
37, Self-emp-inc,204065, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,47,4,40, United-States, >50K
25, Without-pay,263074, HS-grad,11, Married-spouse-absent, Craft-repair, Unmarried, White, Female,-43,0,39, Taiwan, <=50K
38, Self-emp-not-inc,266808, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,4,-5,39, United-States, <=50K
20, Private,149340, Prof-school,6, Never-married, Craft-repair, Not-in-family, White, Male,82,0,39, United-States, <=50K
48, Private,404447, Some-college,13, Married-civ-spouse, Sales, Husband, White, Male,2762,1702,49, United-States, >50K
40, Local-gov,158671, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,-13,0,50, ?, >50K
19, Private,112294, 10th,6, Never-married, Prof-specialty, Own-child, White, Male,58,-1,40, United-States, <=50K
32, Private,112447, Masters,9, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,14987,0,14, United-States, <=50K
20, Private,241428, 10th,6, Never-married, ?, Own-child, White, Male,47,2,17, United-States, <=50K
48, Self-emp-not-inc,196521, HS-grad,8, Married-civ-spouse, Sales, Husband, White, Male,15,3,58, United-States, >50K
54, ?,55884, HS-grad,9, Separated, Adm-clerical, Not-in-family, White, Female,-36,0,39, United-States, <=50K
22, Private,170673, 7th-8th,12, Never-married, Machine-op-inspct, Own-child, Black, Female,-27,1,59, United-States, <=50K
45, Private,333388, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,25,-1,18, United-States, <=50K
41, Private,33091, Some-college,11, Married-civ-spouse, Exec-managerial, Wife, White, Male,24,-5,51, United-States, >50K
42, Private,130498, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,18,1890,58, United-States, <=50K
19, Private,219044, HS-grad,6, Never-married, Other-service, Other-relative, White, Female,27,2,18, Mexico, <=50K
48, Private,184723, 9th,6, Divorced, Handlers-cleaners, Unmarried, White, Female,3162,3,15, United-States, <=50K
37, Private,124460, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female,3315,1,58, United-States, <=50K
45, Federal-gov,183380, HS-grad,12, Divorced, Adm-clerical, Unmarried, White, Female,18,1,37, Germany, <=50K
46, Local-gov,216297, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,1,1665,50, United-States, <=50K
19, Private,357329, 12th,6, Never-married, Craft-repair, Own-child, White, Male,40,0,13, United-States, <=50K
16, Private,129475, HS-grad,8, Never-married, Machine-op-inspct, Husband, White, Male,26,0,39, United-States, <=50K
25, Self-emp-not-inc,47350, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,-8,1866,40, United-States, >50K
50, State-gov,339734, Bachelors,10, Divorced, Prof-specialty, Not-in-family, White, Male,-108,2010,39, United-States, <=50K
49, ?,177465, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,-48,0,24, United-States, <=50K
46, ?,178611, HS-grad,8, Widowed, Adm-clerical, Unmarried, White, Female,114,0,37, United-States, <=50K
21, Private,209464, 11th,7, Never-married, Machine-op-inspct, Own-child, White, Male,-2,0,39, United-States, <=50K
36, Private,343186, HS-grad,8, Married-civ-spouse, Farming-fishing, Other-relative, White, Male,71,1720,36, United-States, <=50K
32, Private,205998, Masters,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,-25,1844,45, Mexico, <=50K
43, Self-emp-inc,208479, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,-46,-1,49, United-States, >50K
41, Private,96452, HS-grad,11, Never-married, Adm-clerical, Not-in-family, White, Female,64,-1,19, United-States, <=50K
41, Private,238579, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,38,0,40, India, <=50K
28, Private,129115, Some-college,9, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,3409,-3,19, United-States, <=50K
43, Self-emp-not-inc,279397, Assoc-acdm,13, Never-married, Sales, Not-in-family, White, Male,66,1675,50, Columbia, <=50K
45, Private,431257, HS-grad,3, Never-married, Machine-op-inspct, Unmarried, White, Female,-13,-3,35, United-States, <=50K
41, Self-emp-not-inc,244286, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,15520,1,57, United-States, >50K
55, Private,206671, HS-grad,8, Widowed, Other-service, Unmarried, Black, Female,51,-2,39, England, <=50K
71, Self-emp-inc,36842, Some-college,10, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,93,3,49, India, <=50K
39, Private,63789, HS-grad,14, Divorced, Prof-specialty, Unmarried, White, Female,71,2,40, United-States, >50K
19, Federal-gov,171290, HS-grad,6, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,37,2,40, Germany, <=50K
35, Self-emp-inc,57309, Some-college,5, Married-civ-spouse, Exec-managerial, Husband, White, Male,32,0,39, United-States, <=50K
52, Self-emp-inc,26119, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,17,0,57, United-States, >50K
31, Private,188559, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,31,0,60, United-States, >50K
19, Private,185096, HS-grad,8, Never-married, Adm-clerical, Not-in-family, Black, Female,96,-3,40, United-States, <=50K
51, Private,325385, Some-college,13, Never-married, Prof-specialty, Not-in-family, White, Male,-16,1,39, United-States, <=50K
19, Private,145388, HS-grad,10, Married-AF-spouse, Priv-house-serv, Not-in-family, Black, Male,122,-2,40, United-States, <=50K
60, ?,30227, HS-grad,6, Never-married, ?, Not-in-family, White, Female,-47,0,21, United-States, <=50K
21, Private,190946, Bachelors,12, Never-married, ?, Own-child, White, Female,2941,0,10, United-States, <=50K
32, Private,269736, Bachelors,14, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Female,6,-2,49, United-States, >50K
40, Self-emp-inc,77126, Masters,10, Married-civ-spouse, Prof-specialty, Wife, White, Male,5,0,49, United-States, >50K
21, Private,576207, 11th,12, Never-married, Handlers-cleaners, Own-child, White, Male,1,-2,12, Italy, <=50K
25, Private,252702, Bachelors,13, Never-married, Exec-managerial, Unmarried, Black, Female,-20,0,35, United-States, <=50K
27, Private,158253, HS-grad,8, Never-married, Handlers-cleaners, Other-relative, White, Male,10,-1,39, India, <=50K
45, Private,124717, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,-8,0,31, United-States, <=50K
20, Private,119787, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,-42,0,39, United-States, <=50K
35, Private,204517, Prof-school,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,11,1,39, United-States, >50K
35, Private,213572, Assoc-acdm,4, Widowed, Transport-moving, Husband, Black, Male,38,-3,39, Jamaica, >50K
33, Private,199900, Masters,5, Never-married, Sales, Wife, Black, Male,-31,0,50, United-States, <=50K
53, Private,478066, HS-grad,8, Separated, Other-service, Unmarried, White, Female,25,0,39, United-States, <=50K
36, State-gov,190489, Some-college,3, Never-married, Craft-repair, Not-in-family, White, Male,-13,-1,44, United-States, <=50K
49, Self-emp-not-inc,43105, Masters,14, Married-civ-spouse, Tech-support, Husband, White, Male,-61,-1,50, United-States, >50K
32, Private,55325, Bachelors,12, Never-married, Other-service, Other-relative, Amer-Indian-Eskimo, Male,80,2,49, United-States, <=50K
34, Private,323891, HS-grad,9, Divorced, ?, Wife, White, Female,55,-4,32, Philippines, >50K
53, Self-emp-inc,376666, Some-college,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,6862,-1,44, United-States, >50K
44, State-gov,40142, Some-college,8, Married-civ-spouse, Transport-moving, Husband, White, Male,-33,2,20, United-States, <=50K
39, Private,223970, Some-college,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,-68,-2,35, United-States, >50K
16, Without-pay,208822, Bachelors,3, Widowed, Sales, Not-in-family, White, Male,2746,0,21, ?, <=50K
32, Private,176334, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Female,2844,-1,35, India, <=50K
